"Gene > Systematic Name","Gene > Standard Name","Gene > Interactions > Participant 2 . Secondary Identifier","Gene > Interactions > Participant 2 > Standard Name","Gene > Interactions > Details > Relationship Type"
"YHL007C","STE20","YCL054W","SPB1","physical"
"YHL007C","STE20","YCL061C","MRC1","physical"
"YHL007C","STE20","YCR021C","HSP30","physical"
"YHL007C","STE20","YCR052W","RSC6","physical"
"YHL007C","STE20","YCR073C","SSK22","genetic"
"YHL007C","STE20","YCR073C","SSK22","genetic"
"YHL007C","STE20","YCR073C","SSK22","genetic"
"YHL007C","STE20","YCR073W-A","SOL2","physical"
"YHL007C","STE20","YCR100C","EMA35","physical"
"YHL007C","STE20","YDL006W","PTC1","physical"
"YHL007C","STE20","YDL027C","MRX9","physical"
"YHL007C","STE20","YDL070W","BDF2","physical"
"YHL007C","STE20","YDL090C","RAM1","genetic"
"YHL007C","STE20","YDL127W","PCL2","genetic"
"YHL007C","STE20","YDL149W","ATG9","physical"
"YHL007C","STE20","YDL153C","SAS10","physical"
"YHL007C","STE20","YDL160C","DHH1","physical"
"YHL007C","STE20","YDL188C","PPH22","genetic"
"YHL007C","STE20","YDL229W","SSB1","physical"
"YHL007C","STE20","YDL229W","SSB1","physical"
"YHL007C","STE20","YDL236W","PHO13","genetic"
"YHL007C","STE20","YDR023W","SES1","physical"
"YHL007C","STE20","YDR026C","NSI1","physical"
"YHL007C","STE20","YDR037W","KRS1","physical"
"YHL007C","STE20","YDR054C","CDC34","genetic"
"YHL007C","STE20","YDR099W","BMH2","physical"
"YHL007C","STE20","YDR103W","STE5","genetic"
"YHL007C","STE20","YDR103W","STE5","genetic"
"YHL007C","STE20","YDR162C","NBP2","genetic"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR162C","NBP2","physical"
"YHL007C","STE20","YDR206W","EBS1","physical"
"YHL007C","STE20","YDR224C","HTB1","physical"
"YHL007C","STE20","YDR245W","MNN10","genetic"
"YHL007C","STE20","YDR251W","PAM1","physical"
"YHL007C","STE20","YDR264C","AKR1","genetic"
"YHL007C","STE20","YDR293C","SSD1","physical"
"YHL007C","STE20","YDR309C","GIC2","genetic"
"YHL007C","STE20","YDR309C","GIC2","genetic"
"YHL007C","STE20","YDR330W","UBX5","physical"
"YHL007C","STE20","YDR373W","FRQ1","genetic"
"YHL007C","STE20","YDR378C","LSM6","genetic"
"YHL007C","STE20","YDR379W","RGA2","genetic"
"YHL007C","STE20","YDR379W","RGA2","physical"
"YHL007C","STE20","YDR398W","UTP5","physical"
"YHL007C","STE20","YDR420W","HKR1","genetic"
"YHL007C","STE20","YDR457W","TOM1","physical"
"YHL007C","STE20","YDR507C","GIN4","genetic"
"YHL007C","STE20","YDR523C","SPS1","genetic"
"YHL007C","STE20","YEL027W","VMA3","genetic"
"YHL007C","STE20","YEL042W","GDA1","genetic"
"YHL007C","STE20","YEL058W","PCM1","physical"
"YHL007C","STE20","YER003C","PMI40","genetic"
"YHL007C","STE20","YER063W","THO1","physical"
"YHL007C","STE20","YER075C","PTP3","genetic"
"YHL007C","STE20","YER082C","UTP7","physical"
"YHL007C","STE20","YER090W","TRP2","physical"
"YHL007C","STE20","YER094C","PUP3","genetic"
"YHL007C","STE20","YER098W","UBP9","physical"
"YHL007C","STE20","YER114C","BOI2","physical"
"YHL007C","STE20","YER114C","BOI2","physical"
"YHL007C","STE20","YER118C","SHO1","genetic"
"YHL007C","STE20","YER118C","SHO1","physical"
"YHL007C","STE20","YER118C","SHO1","physical"
"YHL007C","STE20","YER122C","GLO3","physical"
"YHL007C","STE20","YER155C","BEM2","genetic"
"YHL007C","STE20","YER177W","BMH1","physical"
"YHL007C","STE20","YFL031W","HAC1","genetic"
"YHL007C","STE20","YFL039C","ACT1","genetic"
"YHL007C","STE20","YFR034C","PHO4","genetic"
"YHL007C","STE20","YFR037C","RSC8","physical"
"YHL007C","STE20","YGL012W","ERG4","physical"
"YHL007C","STE20","YGL012W","ERG4","physical"
"YHL007C","STE20","YGL014W","PUF4","physical"
"YHL007C","STE20","YGL019W","CKB1","physical"
"YHL007C","STE20","YGL038C","OCH1","genetic"
"YHL007C","STE20","YGL038C","OCH1","genetic"
"YHL007C","STE20","YGL106W","MLC1","physical"
"YHL007C","STE20","YGL122C","NAB2","physical"
"YHL007C","STE20","YGL126W","SCS3","genetic"
"YHL007C","STE20","YGL158W","RCK1","genetic"
"YHL007C","STE20","YGL162W","SUT1","physical"
"YHL007C","STE20","YGL162W","SUT1","physical"
"YHL007C","STE20","YGL190C","CDC55","genetic"
"YHL007C","STE20","YGL207W","SPT16","physical"
"YHL007C","STE20","YGL207W","SPT16","physical"
"YHL007C","STE20","YGL227W","VID30","genetic"
"YHL007C","STE20","YGL245W","GUS1","physical"
"YHL007C","STE20","YGR014W","MSB2","genetic"
"YHL007C","STE20","YGR014W","MSB2","genetic"
"YHL007C","STE20","YGR014W","MSB2","genetic"
"YHL007C","STE20","YGR108W","CLB1","physical"
"YHL007C","STE20","YGR152C","RSR1","genetic"
"YHL007C","STE20","YGR152C","RSR1","genetic"
"YHL007C","STE20","YGR157W","CHO2","physical"
"YHL007C","STE20","YGR159C","NSR1","physical"
"YHL007C","STE20","YGR188C","BUB1","genetic"
"YHL007C","STE20","YGR218W","CRM1","physical"
"YHL007C","STE20","YGR246C","BRF1","physical"
"YHL007C","STE20","YGR276C","RNH70","physical"
"YHL007C","STE20","YHL007C","STE20","physical"
"YHL007C","STE20","YHL007C","STE20","physical"
"YHL007C","STE20","YHL024W","RIM4","physical"
"YHL007C","STE20","YHL034C","SBP1","physical"
"YHL007C","STE20","YHR025W","THR1","genetic"
"YHL007C","STE20","YHR030C","SLT2","genetic"
"YHL007C","STE20","YHR030C","SLT2","genetic"
"YHL007C","STE20","YHR030C","SLT2","physical"
"YHL007C","STE20","YHR031C","RRM3","genetic"
"YHL007C","STE20","YHR042W","NCP1","genetic"
"YHL007C","STE20","YHR042W","NCP1","physical"
"YHL007C","STE20","YHR061C","GIC1","genetic"
"YHL007C","STE20","YHR061C","GIC1","genetic"
"YHL007C","STE20","YHR071W","PCL5","genetic"
"YHL007C","STE20","YHR079C","IRE1","genetic"
"YHL007C","STE20","YHR084W","STE12","genetic"
"YHL007C","STE20","YHR084W","STE12","genetic"
"YHL007C","STE20","YHR084W","STE12","genetic"
"YHL007C","STE20","YHR084W","STE12","genetic"
"YHL007C","STE20","YHR111W","UBA4","genetic"
"YHL007C","STE20","YHR131C","","physical"
"YHL007C","STE20","YHR152W","SPO12","genetic"
"YHL007C","STE20","YHR152W","SPO12","genetic"
"YHL007C","STE20","YIL008W","URM1","genetic"
"YHL007C","STE20","YIL043C","CBR1","physical"
"YHL007C","STE20","YIL043C","CBR1","physical"
"YHL007C","STE20","YIL153W","RRD1","genetic"
"YHL007C","STE20","YIL156W","UBP7","physical"
"YHL007C","STE20","YJL004C","SYS1","genetic"
"YHL007C","STE20","YJL019W","MPS3","physical"
"YHL007C","STE20","YJL084C","ALY2","physical"
"YHL007C","STE20","YJL095W","BCK1","genetic"
"YHL007C","STE20","YJL095W","BCK1","genetic"
"YHL007C","STE20","YJL155C","FBP26","genetic"
"YHL007C","STE20","YJL183W","MNN11","genetic"
"YHL007C","STE20","YJL187C","SWE1","genetic"
"YHL007C","STE20","YJL203W","PRP21","physical"
"YHL007C","STE20","YJR092W","BUD4","genetic"
"YHL007C","STE20","YJR143C","PMT4","genetic"
"YHL007C","STE20","YKL024C","URA6","genetic"
"YHL007C","STE20","YKL048C","ELM1","genetic"
"YHL007C","STE20","YKL049C","CSE4","physical"
"YHL007C","STE20","YKL116C","PRR1","genetic"
"YHL007C","STE20","YKL129C","MYO3","physical"
"YHL007C","STE20","YKL168C","KKQ8","genetic"
"YHL007C","STE20","YKL178C","STE3","genetic"
"YHL007C","STE20","YKL213C","DOA1","genetic"
"YHL007C","STE20","YKR031C","SPO14","genetic"
"YHL007C","STE20","YLL008W","DRS1","physical"
"YHL007C","STE20","YLR006C","SSK1","genetic"
"YHL007C","STE20","YLR006C","SSK1","genetic"
"YHL007C","STE20","YLR039C","RIC1","genetic"
"YHL007C","STE20","YLR079W","SIC1","genetic"
"YHL007C","STE20","YLR113W","HOG1","genetic"
"YHL007C","STE20","YLR113W","HOG1","genetic"
"YHL007C","STE20","YLR113W","HOG1","genetic"
"YHL007C","STE20","YLR183C","TOS4","genetic"
"YHL007C","STE20","YLR206W","ENT2","physical"
"YHL007C","STE20","YLR212C","TUB4","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","genetic"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR229C","CDC42","physical"
"YHL007C","STE20","YLR233C","EST1","genetic"
"YHL007C","STE20","YLR262C","YPT6","genetic"
"YHL007C","STE20","YLR268W","SEC22","genetic"
"YHL007C","STE20","YLR273C","PIG1","genetic"
"YHL007C","STE20","YLR293C","GSP1","physical"
"YHL007C","STE20","YLR314C","CDC3","physical"
"YHL007C","STE20","YLR314C","CDC3","physical"
"YHL007C","STE20","YLR319C","BUD6","physical"
"YHL007C","STE20","YLR353W","BUD8","physical"
"YHL007C","STE20","YLR362W","STE11","genetic"
"YHL007C","STE20","YLR362W","STE11","genetic"
"YHL007C","STE20","YLR362W","STE11","genetic"
"YHL007C","STE20","YLR362W","STE11","genetic"
"YHL007C","STE20","YLR362W","STE11","genetic"
"YHL007C","STE20","YLR362W","STE11","genetic"
"YHL007C","STE20","YLR362W","STE11","physical"
"YHL007C","STE20","YLR362W","STE11","physical"
"YHL007C","STE20","YLR362W","STE11","physical"
"YHL007C","STE20","YML016C","PPZ1","genetic"
"YHL007C","STE20","YML037C","","physical"
"YHL007C","STE20","YML064C","TEM1","genetic"
"YHL007C","STE20","YML080W","DUS1","physical"
"YHL007C","STE20","YML083C","","physical"
"YHL007C","STE20","YML094W","GIM5","genetic"
"YHL007C","STE20","YML096W","","physical"
"YHL007C","STE20","YMR049C","ERB1","physical"
"YHL007C","STE20","YMR053C","STB2","physical"
"YHL007C","STE20","YMR055C","BUB2","genetic"
"YHL007C","STE20","YMR055C","BUB2","genetic"
"YHL007C","STE20","YMR073C","IRC21","genetic"
"YHL007C","STE20","YMR079W","SEC14","genetic"
"YHL007C","STE20","YMR116C","ASC1","physical"
"YHL007C","STE20","YMR153W","NUP53","physical"
"YHL007C","STE20","YMR165C","PAH1","physical"
"YHL007C","STE20","YMR199W","CLN1","physical"
"YHL007C","STE20","YMR236W","TAF9","genetic"
"YHL007C","STE20","YMR236W","TAF9","genetic"
"YHL007C","STE20","YMR267W","PPA2","genetic"
"YHL007C","STE20","YMR273C","ZDS1","genetic"
"YHL007C","STE20","YNL021W","HDA1","genetic"
"YHL007C","STE20","YNL021W","HDA1","genetic"
"YHL007C","STE20","YNL022C","RCM1","physical"
"YHL007C","STE20","YNL027W","CRZ1","physical"
"YHL007C","STE20","YNL053W","MSG5","genetic"
"YHL007C","STE20","YNL098C","RAS2","genetic"
"YHL007C","STE20","YNL098C","RAS2","genetic"
"YHL007C","STE20","YNL101W","AVT4","physical"
"YHL007C","STE20","YNL118C","DCP2","physical"
"YHL007C","STE20","YNL128W","TEP1","genetic"
"YHL007C","STE20","YNL161W","CBK1","physical"
"YHL007C","STE20","YNL161W","CBK1","physical"
"YHL007C","STE20","YNL167C","SKO1","genetic"
"YHL007C","STE20","YNL173C","MDG1","physical"
"YHL007C","STE20","YNL209W","SSB2","physical"
"YHL007C","STE20","YNL271C","BNI1","physical"
"YHL007C","STE20","YNL272C","SEC2","physical"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL298W","CLA4","genetic"
"YHL007C","STE20","YNL330C","RPD3","genetic"
"YHL007C","STE20","YNL330C","RPD3","genetic"
"YHL007C","STE20","YNR019W","ARE2","physical"
"YHL007C","STE20","YNR031C","SSK2","genetic"
"YHL007C","STE20","YNR031C","SSK2","genetic"
"YHL007C","STE20","YNR031C","SSK2","genetic"
"YHL007C","STE20","YOL091W","SPO21","physical"
"YHL007C","STE20","YOL098C","SDD3","physical"
"YHL007C","STE20","YOL112W","MSB4","physical"
"YHL007C","STE20","YOL113W","SKM1","genetic"
"YHL007C","STE20","YOL113W","SKM1","genetic"
"YHL007C","STE20","YOL139C","CDC33","physical"
"YHL007C","STE20","YOR008C","SLG1","genetic"
"YHL007C","STE20","YOR028C","CIN5","physical"
"YHL007C","STE20","YOR043W","WHI2","genetic"
"YHL007C","STE20","YOR092W","ECM3","physical"
"YHL007C","STE20","YOR109W","INP53","genetic"
"YHL007C","STE20","YOR113W","AZF1","physical"
"YHL007C","STE20","YOR117W","RPT5","physical"
"YHL007C","STE20","YOR127W","RGA1","genetic"
"YHL007C","STE20","YOR177C","MPC54","physical"
"YHL007C","STE20","YOR198C","BFR1","physical"
"YHL007C","STE20","YOR208W","PTP2","genetic"
"YHL007C","STE20","YOR208W","PTP2","physical"
"YHL007C","STE20","YOR212W","STE4","genetic"
"YHL007C","STE20","YOR212W","STE4","genetic"
"YHL007C","STE20","YOR212W","STE4","genetic"
"YHL007C","STE20","YOR212W","STE4","physical"
"YHL007C","STE20","YOR212W","STE4","physical"
"YHL007C","STE20","YOR212W","STE4","physical"
"YHL007C","STE20","YOR232W","MGE1","physical"
"YHL007C","STE20","YOR233W","KIN4","genetic"
"YHL007C","STE20","YOR233W","KIN4","genetic"
"YHL007C","STE20","YPL022W","RAD1","physical"
"YHL007C","STE20","YPL031C","PHO85","genetic"
"YHL007C","STE20","YPL086C","ELP3","genetic"
"YHL007C","STE20","YPL115C","BEM3","genetic"
"YHL007C","STE20","YPL120W","VPS30","genetic"
"YHL007C","STE20","YPL145C","KES1","genetic"
"YHL007C","STE20","YPL153C","RAD53","physical"
"YHL007C","STE20","YPL158C","AIM44","genetic"
"YHL007C","STE20","YPL158C","AIM44","genetic"
"YHL007C","STE20","YPL161C","BEM4","physical"
"YHL007C","STE20","YPL201C","YIG1","physical"
"YHL007C","STE20","YPL203W","TPK2","genetic"
"YHL007C","STE20","YPL204W","HRR25","genetic"
"YHL007C","STE20","YPL217C","BMS1","physical"
"YHL007C","STE20","YPL217C","BMS1","physical"
"YHL007C","STE20","YPL256C","CLN2","genetic"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPL256C","CLN2","physical"
"YHL007C","STE20","YPR032W","SRO7","physical"
"YHL007C","STE20","YPR036W","VMA13","genetic"
"YHL007C","STE20","YPR036W","VMA13","physical"
"YHL007C","STE20","YPR036W","VMA13","physical"
"YHL007C","STE20","YPR036W","VMA13","physical"
"YHL007C","STE20","YPR091C","NVJ2","physical"
"YHL007C","STE20","YPR105C","COG4","physical"
"YHL007C","STE20","YPR119W","CLB2","genetic"
"YHL007C","STE20","YPR119W","CLB2","physical"
"YHL007C","STE20","YPR120C","CLB5","physical"
"YHL007C","STE20","YPR161C","SGV1","physical"
"YHR061C","GIC1","YAL005C","SSA1","physical"
"YHR061C","GIC1","YAL005C","SSA1","physical"
"YHR061C","GIC1","YAL021C","CCR4","physical"
"YHR061C","GIC1","YAL024C","LTE1","genetic"
"YHR061C","GIC1","YAL024C","LTE1","genetic"
"YHR061C","GIC1","YAL029C","MYO4","genetic"
"YHR061C","GIC1","YAL033W","POP5","genetic"
"YHR061C","GIC1","YAL041W","CDC24","genetic"
"YHR061C","GIC1","YAL041W","CDC24","genetic"
"YHR061C","GIC1","YBL002W","HTB2","physical"
"YHR061C","GIC1","YBL003C","HTA2","physical"
"YHR061C","GIC1","YBL105C","PKC1","genetic"
"YHR061C","GIC1","YBR017C","KAP104","genetic"
"YHR061C","GIC1","YBR112C","CYC8","genetic"
"YHR061C","GIC1","YBR200W","BEM1","genetic"
"YHR061C","GIC1","YBR200W","BEM1","genetic"
"YHR061C","GIC1","YBR200W","BEM1","genetic"
"YHR061C","GIC1","YBR253W","SRB6","genetic"
"YHR061C","GIC1","YCL032W","STE50","physical"
"YHR061C","GIC1","YCR002C","CDC10","physical"
"YHR061C","GIC1","YCR038C","BUD5","genetic"
"YHR061C","GIC1","YCR084C","TUP1","genetic"
"YHR061C","GIC1","YCR086W","CSM1","physical"
"YHR061C","GIC1","YDL044C","MTF2","genetic"
"YHR061C","GIC1","YDL127W","PCL2","genetic"
"YHR061C","GIC1","YDL160C","DHH1","physical"
"YHR061C","GIC1","YDL161W","ENT1","genetic"
"YHR061C","GIC1","YDL161W","ENT1","genetic"
"YHR061C","GIC1","YDL229W","SSB1","physical"
"YHR061C","GIC1","YDL229W","SSB1","physical"
"YHR061C","GIC1","YDL233W","MFG1","genetic"
"YHR061C","GIC1","YDR293C","SSD1","genetic"
"YHR061C","GIC1","YDR309C","GIC2","genetic"
"YHR061C","GIC1","YDR309C","GIC2","genetic"
"YHR061C","GIC1","YDR309C","GIC2","genetic"
"YHR061C","GIC1","YDR309C","GIC2","genetic"
"YHR061C","GIC1","YDR309C","GIC2","genetic"
"YHR061C","GIC1","YDR309C","GIC2","genetic"
"YHR061C","GIC1","YDR309C","GIC2","physical"
"YHR061C","GIC1","YDR309C","GIC2","physical"
"YHR061C","GIC1","YDR366C","MOR1","genetic"
"YHR061C","GIC1","YDR415C","","genetic"
"YHR061C","GIC1","YDR418W","RPL12B","genetic"
"YHR061C","GIC1","YDR484W","VPS52","genetic"
"YHR061C","GIC1","YDR507C","GIN4","genetic"
"YHR061C","GIC1","YDR507C","GIN4","physical"
"YHR061C","GIC1","YEL034W","HYP2","genetic"
"YHR061C","GIC1","YER060W-A","FCY22","genetic"
"YHR061C","GIC1","YER155C","BEM2","genetic"
"YHR061C","GIC1","YER177W","BMH1","genetic"
"YHR061C","GIC1","YFL017C","GNA1","genetic"
"YHR061C","GIC1","YFL027C","GYP8","genetic"
"YHR061C","GIC1","YFL039C","ACT1","genetic"
"YHR061C","GIC1","YFL039C","ACT1","genetic"
"YHR061C","GIC1","YFL039C","ACT1","genetic"
"YHR061C","GIC1","YFR028C","CDC14","physical"
"YHR061C","GIC1","YFR028C","CDC14","physical"
"YHR061C","GIC1","YGL178W","MPT5","physical"
"YHR061C","GIC1","YGR014W","MSB2","genetic"
"YHR061C","GIC1","YGR030C","POP6","genetic"
"YHR061C","GIC1","YGR084C","MRP13","physical"
"YHR061C","GIC1","YGR152C","RSR1","genetic"
"YHR061C","GIC1","YGR152C","RSR1","genetic"
"YHR061C","GIC1","YGR152C","RSR1","genetic"
"YHR061C","GIC1","YGR161W-C","","genetic"
"YHR061C","GIC1","YGR221C","TOS2","genetic"
"YHR061C","GIC1","YHL007C","STE20","genetic"
"YHR061C","GIC1","YHL007C","STE20","genetic"
"YHR061C","GIC1","YHR061C","GIC1","physical"
"YHR061C","GIC1","YHR107C","CDC12","physical"
"YHR061C","GIC1","YHR107C","CDC12","physical"
"YHR061C","GIC1","YHR107C","CDC12","physical"
"YHR061C","GIC1","YHR115C","DMA1","genetic"
"YHR061C","GIC1","YHR149C","SKG6","genetic"
"YHR061C","GIC1","YIL134W","FLX1","genetic"
"YHR061C","GIC1","YIL135C","VHS2","genetic"
"YHR061C","GIC1","YIL135C","VHS2","genetic"
"YHR061C","GIC1","YIL135C","VHS2","genetic"
"YHR061C","GIC1","YIL140W","AXL2","genetic"
"YHR061C","GIC1","YIL140W","AXL2","genetic"
"YHR061C","GIC1","YIR011C","STS1","genetic"
"YHR061C","GIC1","YJR005W","APL1","genetic"
"YHR061C","GIC1","YJR053W","BFA1","physical"
"YHR061C","GIC1","YJR053W","BFA1","physical"
"YHR061C","GIC1","YJR057W","CDC8","genetic"
"YHR061C","GIC1","YJR076C","CDC11","genetic"
"YHR061C","GIC1","YJR076C","CDC11","physical"
"YHR061C","GIC1","YJR076C","CDC11","physical"
"YHR061C","GIC1","YJR076C","CDC11","physical"
"YHR061C","GIC1","YJR091C","JSN1","genetic"
"YHR061C","GIC1","YKL028W","TFA1","genetic"
"YHR061C","GIC1","YKL082C","RRP14","physical"
"YHR061C","GIC1","YKL092C","BUD2","genetic"
"YHR061C","GIC1","YKL157W","APE2","genetic"
"YHR061C","GIC1","YKL224C","PAU16","genetic"
"YHR061C","GIC1","YKR022C","NTR2","genetic"
"YHR061C","GIC1","YLL036C","PRP19","genetic"
"YHR061C","GIC1","YLR005W","SSL1","genetic"
"YHR061C","GIC1","YLR029C","RPL15A","genetic"
"YHR061C","GIC1","YLR117C","CLF1","genetic"
"YHR061C","GIC1","YLR229C","CDC42","genetic"
"YHR061C","GIC1","YLR229C","CDC42","genetic"
"YHR061C","GIC1","YLR229C","CDC42","genetic"
"YHR061C","GIC1","YLR229C","CDC42","genetic"
"YHR061C","GIC1","YLR229C","CDC42","genetic"
"YHR061C","GIC1","YLR229C","CDC42","genetic"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR229C","CDC42","physical"
"YHR061C","GIC1","YLR268W","SEC22","genetic"
"YHR061C","GIC1","YLR337C","VRP1","genetic"
"YHR061C","GIC1","YML059C","NTE1","genetic"
"YHR061C","GIC1","YML064C","TEM1","physical"
"YHR061C","GIC1","YML109W","ZDS2","physical"
"YHR061C","GIC1","YMR001C","CDC5","genetic"
"YHR061C","GIC1","YMR032W","HOF1","physical"
"YHR061C","GIC1","YMR055C","BUB2","physical"
"YHR061C","GIC1","YMR055C","BUB2","physical"
"YHR061C","GIC1","YMR055C","BUB2","physical"
"YHR061C","GIC1","YMR055C","BUB2","physical"
"YHR061C","GIC1","YMR089C","YTA12","genetic"
"YHR061C","GIC1","YMR238W","DFG5","physical"
"YHR061C","GIC1","YMR273C","ZDS1","physical"
"YHR061C","GIC1","YMR322C","SNO4","genetic"
"YHR061C","GIC1","YNL021W","HDA1","genetic"
"YHR061C","GIC1","YNL021W","HDA1","genetic"
"YHR061C","GIC1","YNL030W","HHF2","physical"
"YHR061C","GIC1","YNL031C","HHT2","physical"
"YHR061C","GIC1","YNL074C","MLF3","genetic"
"YHR061C","GIC1","YNL074C","MLF3","genetic"
"YHR061C","GIC1","YNL074C","MLF3","genetic"
"YHR061C","GIC1","YNL113W","RPC19","genetic"
"YHR061C","GIC1","YNL116W","DMA2","genetic"
"YHR061C","GIC1","YNL166C","BNI5","genetic"
"YHR061C","GIC1","YNL233W","BNI4","physical"
"YHR061C","GIC1","YNL271C","BNI1","genetic"
"YHR061C","GIC1","YNL289W","PCL1","genetic"
"YHR061C","GIC1","YNL293W","MSB3","genetic"
"YHR061C","GIC1","YNL298W","CLA4","genetic"
"YHR061C","GIC1","YNL298W","CLA4","genetic"
"YHR061C","GIC1","YNL298W","CLA4","genetic"
"YHR061C","GIC1","YNL298W","CLA4","physical"
"YHR061C","GIC1","YNL330C","RPD3","genetic"
"YHR061C","GIC1","YNL330C","RPD3","genetic"
"YHR061C","GIC1","YOL112W","MSB4","genetic"
"YHR061C","GIC1","YOR026W","BUB3","genetic"
"YHR061C","GIC1","YOR188W","MSB1","genetic"
"YHR061C","GIC1","YOR260W","GCD1","genetic"
"YHR061C","GIC1","YOR261C","RPN8","genetic"
"YHR061C","GIC1","YOR301W","RAX1","genetic"
"YHR061C","GIC1","YOR388C","FDH1","genetic"
"YHR061C","GIC1","YPL012W","RRP12","genetic"
"YHR061C","GIC1","YPL031C","PHO85","genetic"
"YHR061C","GIC1","YPL042C","SSN3","genetic"
"YHR061C","GIC1","YPL161C","BEM4","physical"
"YHR061C","GIC1","YPL256C","CLN2","genetic"
"YHR061C","GIC1","YPR032W","SRO7","genetic"
"YHR061C","GIC1","YPR042C","PUF2","physical"
"YHR061C","GIC1","YPR068C","HOS1","genetic"
"YHR061C","GIC1","YPR068C","HOS1","genetic"
"YHR061C","GIC1","YPR105C","COG4","genetic"
"YHR061C","GIC1","YPR107C","YTH1","genetic"
"YHR061C","GIC1","YPR108W","RPN7","genetic"
"YHR061C","GIC1","YPR180W","AOS1","genetic"
"YIL118W","RHO3","YAL009W","SPO7","genetic"
"YIL118W","RHO3","YAL013W","DEP1","genetic"
"YIL118W","RHO3","YAL021C","CCR4","physical"
"YIL118W","RHO3","YAL026C","DRS2","genetic"
"YIL118W","RHO3","YAL039C","CYC3","genetic"
"YIL118W","RHO3","YAL041W","CDC24","genetic"
"YIL118W","RHO3","YAL041W","CDC24","genetic"
"YIL118W","RHO3","YBL010C","LAA2","genetic"
"YIL118W","RHO3","YBL020W","RFT1","genetic"
"YIL118W","RHO3","YBL029C-A","","genetic"
"YIL118W","RHO3","YBL071W-A","KTI11","genetic"
"YIL118W","RHO3","YBL085W","BOI1","genetic"
"YIL118W","RHO3","YBL085W","BOI1","genetic"
"YIL118W","RHO3","YBL106C","SRO77","genetic"
"YIL118W","RHO3","YBR080C","SEC18","genetic"
"YIL118W","RHO3","YBR080C","SEC18","genetic"
"YIL118W","RHO3","YBR086C","IST2","genetic"
"YIL118W","RHO3","YBR095C","RXT2","genetic"
"YIL118W","RHO3","YBR102C","EXO84","genetic"
