Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Interactions > Participant 2 > Standard Name	Gene > Interactions > Participant 2 . Secondary Identifier	Gene > Interactions > Participant 2 . Primary Identifier	Gene > Interactions > Details > Relationship Type
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	genetic
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	genetic
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	genetic
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	genetic
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	genetic
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	genetic
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIN4	YOR233W	S000005759	physical
S000000022	YAL024C	LTE1	KIP2	YPL155C	S000006076	genetic
S000000022	YAL024C	LTE1	KRE28	YDR532C	S000002940	genetic
S000000022	YAL024C	LTE1	KRE5	YOR336W	S000005863	genetic
S000000022	YAL024C	LTE1	KTR2	YKR061W	S000001769	genetic
S000000022	YAL024C	LTE1	LAS1	YKR063C	S000001771	genetic
S000000022	YAL024C	LTE1	LDB18	YLL049W	S000003972	genetic
S000000022	YAL024C	LTE1	LDB18	YLL049W	S000003972	genetic
S000000022	YAL024C	LTE1	LDB18	YLL049W	S000003972	genetic
S000000022	YAL024C	LTE1	LEA1	YPL213W	S000006134	genetic
S000000022	YAL024C	LTE1	LEM3	YNL323W	S000005267	genetic
S000000022	YAL024C	LTE1	LGE1	YPL055C	S000005976	genetic
S000000022	YAL024C	LTE1	LGE1	YPL055C	S000005976	genetic
S000000022	YAL024C	LTE1	LGE1	YPL055C	S000005976	genetic
S000000022	YAL024C	LTE1	LPD1	YFL018C	S000001876	physical
S000000022	YAL024C	LTE1	LRS4	YDR439W	S000002847	genetic
S000000022	YAL024C	LTE1	LRS4	YDR439W	S000002847	genetic
S000000022	YAL024C	LTE1	LSM7	YNL147W	S000005091	genetic
S000000022	YAL024C	LTE1	MAG1	YER142C	S000000944	genetic
S000000022	YAL024C	LTE1	MAK11	YKL021C	S000001504	genetic
S000000022	YAL024C	LTE1	MBP1	YDL056W	S000002214	genetic
S000000022	YAL024C	LTE1	MCM10	YIL150C	S000001412	genetic
S000000022	YAL024C	LTE1	MCM3	YEL032W	S000000758	genetic
S000000022	YAL024C	LTE1	MCM6	YGL201C	S000003169	genetic
S000000022	YAL024C	LTE1	MCM7	YBR202W	S000000406	genetic
S000000022	YAL024C	LTE1	MCT1	YOR221C	S000005747	genetic
S000000022	YAL024C	LTE1	MDE1	YJR024C	S000003785	genetic
S000000022	YAL024C	LTE1	MDM1	YML104C	S000004572	genetic
S000000022	YAL024C	LTE1	MDM35	YKL053C-A	S000007243	genetic
S000000022	YAL024C	LTE1	MES1	YGR264C	S000003496	genetic
S000000022	YAL024C	LTE1	MGA2	YIR033W	S000001472	genetic
S000000022	YAL024C	LTE1	MGM1	YOR211C	S000005737	genetic
S000000022	YAL024C	LTE1	MGM1	YOR211C	S000005737	genetic
S000000022	YAL024C	LTE1	MIF2	YKL089W	S000001572	genetic
S000000022	YAL024C	LTE1	MKS1	YNL076W	S000005020	genetic
S000000022	YAL024C	LTE1	MKT1	YNL085W	S000005029	physical
S000000022	YAL024C	LTE1	MMS1	YPR164W	S000006368	genetic
S000000022	YAL024C	LTE1	MMS1	YPR164W	S000006368	genetic
S000000022	YAL024C	LTE1	MMS22	YLR320W	S000004312	genetic
S000000022	YAL024C	LTE1	MMS22	YLR320W	S000004312	genetic
S000000022	YAL024C	LTE1	MNN10	YDR245W	S000002653	genetic
S000000022	YAL024C	LTE1	MOB1	YIL106W	S000001368	genetic
S000000022	YAL024C	LTE1	MOG1	YJR074W	S000003835	genetic
S000000022	YAL024C	LTE1	MPS3	YJL019W	S000003556	genetic
S000000022	YAL024C	LTE1	MPS3	YJL019W	S000003556	genetic
S000000022	YAL024C	LTE1	MRC1	YCL061C	S000000566	genetic
S000000022	YAL024C	LTE1	MRC1	YCL061C	S000000566	genetic
S000000022	YAL024C	LTE1	MRE11	YMR224C	S000004837	genetic
S000000022	YAL024C	LTE1	MRE11	YMR224C	S000004837	genetic
S000000022	YAL024C	LTE1	MRM2	YGL136C	S000003104	genetic
S000000022	YAL024C	LTE1	MRN1	YPL184C	S000006105	genetic
S000000022	YAL024C	LTE1	MRPL35	YDR322W	S000002730	genetic
S000000022	YAL024C	LTE1	MRPL6	YHR147C	S000001190	genetic
S000000022	YAL024C	LTE1	MRT4	YKL009W	S000001492	genetic
S000000022	YAL024C	LTE1	MRX14	YDR115W	S000002522	genetic
S000000022	YAL024C	LTE1	MSB1	YOR188W	S000005714	genetic
S000000022	YAL024C	LTE1	MSC1	YML128C	S000004597	genetic
S000000022	YAL024C	LTE1	MSH1	YHR120W	S000001162	genetic
S000000022	YAL024C	LTE1	MSL1	YIR009W	S000001448	genetic
S000000022	YAL024C	LTE1	MSL1	YIR009W	S000001448	physical
S000000022	YAL024C	LTE1	MUD1	YBR119W	S000000323	genetic
S000000022	YAL024C	LTE1	MUD2	YKL074C	S000001557	genetic
S000000022	YAL024C	LTE1	MUM2	YBR057C	S000000261	genetic
S000000022	YAL024C	LTE1	MVD1	YNR043W	S000005326	genetic
S000000022	YAL024C	LTE1	NAP1	YKR048C	S000001756	genetic
S000000022	YAL024C	LTE1	NAP1	YKR048C	S000001756	genetic
S000000022	YAL024C	LTE1	NAP1	YKR048C	S000001756	genetic
S000000022	YAL024C	LTE1	NAT1	YDL040C	S000002198	genetic
S000000022	YAL024C	LTE1	NAT1	YDL040C	S000002198	genetic
S000000022	YAL024C	LTE1	NAT1	YDL040C	S000002198	genetic
S000000022	YAL024C	LTE1	NCS2	YNL119W	S000005063	genetic
S000000022	YAL024C	LTE1	NFS1	YCL017C	S000000522	genetic
S000000022	YAL024C	LTE1	NFS1	YCL017C	S000000522	physical
S000000022	YAL024C	LTE1	NHP6A	YPR052C	S000006256	genetic
S000000022	YAL024C	LTE1	NIP100	YPL174C	S000006095	genetic
S000000022	YAL024C	LTE1	NIP100	YPL174C	S000006095	genetic
S000000022	YAL024C	LTE1	NKP2	YLR315W	S000004307	genetic
S000000022	YAL024C	LTE1	NOG1	YPL093W	S000006014	genetic
S000000022	YAL024C	LTE1	NOP12	YOL041C	S000005401	genetic
S000000022	YAL024C	LTE1	NOP2	YNL061W	S000005005	genetic
S000000022	YAL024C	LTE1	NOP9	YJL010C	S000003547	genetic
S000000022	YAL024C	LTE1	NPL3	YDR432W	S000002840	genetic
S000000022	YAL024C	LTE1	NPR2	YEL062W	S000000788	genetic
S000000022	YAL024C	LTE1	NPR2	YEL062W	S000000788	genetic
S000000022	YAL024C	LTE1	NPT1	YOR209C	S000005735	genetic
S000000022	YAL024C	LTE1	NPT1	YOR209C	S000005735	genetic
S000000022	YAL024C	LTE1	NRG1	YDR043C	S000002450	genetic
S000000022	YAL024C	LTE1	NRM1	YNR009W	S000005292	genetic
S000000022	YAL024C	LTE1	NRM1	YNR009W	S000005292	genetic
S000000022	YAL024C	LTE1	NUD1	YOR373W	S000005900	genetic
S000000022	YAL024C	LTE1	NUM1	YDR150W	S000002557	genetic
S000000022	YAL024C	LTE1	NUM1	YDR150W	S000002557	genetic
S000000022	YAL024C	LTE1	NUM1	YDR150W	S000002557	genetic
S000000022	YAL024C	LTE1	NUP116	YMR047C	S000004650	genetic
S000000022	YAL024C	LTE1	NUP170	YBL079W	S000000175	genetic
S000000022	YAL024C	LTE1	NUP188	YML103C	S000004571	genetic
S000000022	YAL024C	LTE1	NUT1	YGL151W	S000003119	genetic
S000000022	YAL024C	LTE1	ODC2	YOR222W	S000005748	genetic
S000000022	YAL024C	LTE1	OKP1	YGR179C	S000003411	genetic
S000000022	YAL024C	LTE1	ORC2	YBR060C	S000000264	genetic
S000000022	YAL024C	LTE1	OSM1	YJR051W	S000003812	genetic
S000000022	YAL024C	LTE1	OST4	YDL232W	S000002391	genetic
S000000022	YAL024C	LTE1	PAA1	YDR071C	S000002478	genetic
S000000022	YAL024C	LTE1	PAC1	YOR269W	S000005795	genetic
S000000022	YAL024C	LTE1	PAC1	YOR269W	S000005795	genetic
S000000022	YAL024C	LTE1	PAC10	YGR078C	S000003310	genetic
S000000022	YAL024C	LTE1	PAC10	YGR078C	S000003310	genetic
S000000022	YAL024C	LTE1	PAC11	YDR488C	S000002896	genetic
S000000022	YAL024C	LTE1	PAC11	YDR488C	S000002896	genetic
S000000022	YAL024C	LTE1	PAH1	YMR165C	S000004775	genetic
S000000022	YAL024C	LTE1	PAL1	YDR348C	S000002756	physical
S000000022	YAL024C	LTE1	PBI2	YNL015W	S000004960	physical
S000000022	YAL024C	LTE1	PBR1	YNL181W	S000005125	genetic
S000000022	YAL024C	LTE1	PBS2	YJL128C	S000003664	genetic
S000000022	YAL024C	LTE1	PDA1	YER178W	S000000980	genetic
S000000022	YAL024C	LTE1	PDC1	YLR044C	S000004034	physical
S000000022	YAL024C	LTE1	PDE2	YOR360C	S000005887	genetic
S000000022	YAL024C	LTE1	PET130	YJL023C	S000003560	genetic
S000000022	YAL024C	LTE1	PET309	YLR067C	S000004057	genetic
S000000022	YAL024C	LTE1	PEX8	YGR077C	S000003309	genetic
S000000022	YAL024C	LTE1	PFD1	YJL179W	S000003715	genetic
S000000022	YAL024C	LTE1	PFK2	YMR205C	S000004818	genetic
S000000022	YAL024C	LTE1	PFY1	YOR122C	S000005648	genetic
S000000022	YAL024C	LTE1	PGA2	YNL149C	S000005093	genetic
S000000022	YAL024C	LTE1	PGK1	YCR012W	S000000605	physical
S000000022	YAL024C	LTE1	PHO13	YDL236W	S000002395	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PHO23	YNL097C	S000005041	genetic
S000000022	YAL024C	LTE1	PIF1	YML061C	S000004526	genetic
S000000022	YAL024C	LTE1	PIH1	YHR034C	S000001076	genetic
S000000022	YAL024C	LTE1	PMA2	YPL036W	S000005957	genetic
S000000022	YAL024C	LTE1	PMR1	YGL167C	S000003135	genetic
S000000022	YAL024C	LTE1	PMT3	YOR321W	S000005848	genetic
S000000022	YAL024C	LTE1	PNC1	YGL037C	S000003005	physical
S000000022	YAL024C	LTE1	POL2	YNL262W	S000005206	genetic
S000000022	YAL024C	LTE1	POL2	YNL262W	S000005206	genetic
S000000022	YAL024C	LTE1	POL32	YJR043C	S000003804	genetic
S000000022	YAL024C	LTE1	POL32	YJR043C	S000003804	genetic
S000000022	YAL024C	LTE1	POL32	YJR043C	S000003804	genetic
S000000022	YAL024C	LTE1	POL32	YJR043C	S000003804	genetic
S000000022	YAL024C	LTE1	POL32	YJR043C	S000003804	genetic
S000000022	YAL024C	LTE1	POL32	YJR043C	S000003804	genetic
S000000022	YAL024C	LTE1	POS5	YPL188W	S000006109	genetic
S000000022	YAL024C	LTE1	PPA2	YMR267W	S000004880	genetic
S000000022	YAL024C	LTE1	PRE1	YER012W	S000000814	genetic
S000000022	YAL024C	LTE1	PRE10	YOR362C	S000005889	genetic
S000000022	YAL024C	LTE1	PRE9	YGR135W	S000003367	genetic
S000000022	YAL024C	LTE1	PRO1	YDR300C	S000002708	physical
S000000022	YAL024C	LTE1	PRP24	YMR268C	S000004881	genetic
S000000022	YAL024C	LTE1	PTC1	YDL006W	S000002164	genetic
S000000022	YAL024C	LTE1	PUP2	YGR253C	S000003485	genetic
S000000022	YAL024C	LTE1	PUP3	YER094C	S000000896	genetic
S000000022	YAL024C	LTE1	QRI5	YLR204W	S000004194	genetic
S000000022	YAL024C	LTE1	RAD18	YCR066W	S000000662	genetic
S000000022	YAL024C	LTE1	RAD18	YCR066W	S000000662	genetic
S000000022	YAL024C	LTE1	RAD18	YCR066W	S000000662	genetic
S000000022	YAL024C	LTE1	RAD18	YCR066W	S000000662	genetic
S000000022	YAL024C	LTE1	RAD23	YEL037C	S000000763	genetic
S000000022	YAL024C	LTE1	RAD27	YKL113C	S000001596	genetic
S000000022	YAL024C	LTE1	RAD27	YKL113C	S000001596	genetic
S000000022	YAL024C	LTE1	RAD27	YKL113C	S000001596	genetic
S000000022	YAL024C	LTE1	RAD5	YLR032W	S000004022	genetic
S000000022	YAL024C	LTE1	RAD5	YLR032W	S000004022	genetic
S000000022	YAL024C	LTE1	RAD5	YLR032W	S000004022	genetic
S000000022	YAL024C	LTE1	RAD5	YLR032W	S000004022	genetic
S000000022	YAL024C	LTE1	RAD50	YNL250W	S000005194	genetic
S000000022	YAL024C	LTE1	RAD50	YNL250W	S000005194	genetic
S000000022	YAL024C	LTE1	RAD50	YNL250W	S000005194	genetic
S000000022	YAL024C	LTE1	RAD51	YER095W	S000000897	genetic
S000000022	YAL024C	LTE1	RAD51	YER095W	S000000897	genetic
S000000022	YAL024C	LTE1	RAD52	YML032C	S000004494	genetic
S000000022	YAL024C	LTE1	RAD52	YML032C	S000004494	genetic
S000000022	YAL024C	LTE1	RAD54	YGL163C	S000003131	genetic
S000000022	YAL024C	LTE1	RAD54	YGL163C	S000003131	genetic
S000000022	YAL024C	LTE1	RAD55	YDR076W	S000002483	genetic
S000000022	YAL024C	LTE1	RAD55	YDR076W	S000002483	genetic
S000000022	YAL024C	LTE1	RAD55	YDR076W	S000002483	genetic
S000000022	YAL024C	LTE1	RAD57	YDR004W	S000002411	genetic
S000000022	YAL024C	LTE1	RAD57	YDR004W	S000002411	genetic
S000000022	YAL024C	LTE1	RAD59	YDL059C	S000002217	genetic
S000000022	YAL024C	LTE1	RAD6	YGL058W	S000003026	genetic
S000000022	YAL024C	LTE1	RAM1	YDL090C	S000002248	genetic
S000000022	YAL024C	LTE1	RAM1	YDL090C	S000002248	genetic
S000000022	YAL024C	LTE1	RAP1	YNL216W	S000005160	genetic
S000000022	YAL024C	LTE1	RAS1	YOR101W	S000005627	physical
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	genetic
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	genetic
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	genetic
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	physical
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	physical
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	physical
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	physical
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	physical
S000000022	YAL024C	LTE1	RAS2	YNL098C	S000005042	physical
S000000022	YAL024C	LTE1	RAX2	YLR084C	S000004074	physical
S000000022	YAL024C	LTE1	RCE1	YMR274C	S000004887	genetic
S000000022	YAL024C	LTE1	RCI50	YKL133C	S000001616	genetic
S000000022	YAL024C	LTE1	REA1	YLR106C	S000004096	genetic
S000000022	YAL024C	LTE1	REB1	YBR049C	S000000253	genetic
S000000022	YAL024C	LTE1	REI1	YBR267W	S000000471	genetic
S000000022	YAL024C	LTE1	RFA2	YNL312W	S000005256	physical
S000000022	YAL024C	LTE1	RFC1	YOR217W	S000005743	genetic
S000000022	YAL024C	LTE1	RFM1	YOR279C	S000005805	genetic
S000000022	YAL024C	LTE1	RFM1	YOR279C	S000005805	genetic
S000000022	YAL024C	LTE1	RIB2	YOL066C	S000005427	genetic
S000000022	YAL024C	LTE1	RIB4	YOL143C	S000005503	physical
S000000022	YAL024C	LTE1	RIM101	YHL027W	S000001019	genetic
S000000022	YAL024C	LTE1	RIM13	YMR154C	S000004763	genetic
S000000022	YAL024C	LTE1	RIM20	YOR275C	S000005801	genetic
S000000022	YAL024C	LTE1	RIM21	YNL294C	S000005238	genetic
S000000022	YAL024C	LTE1	RIM8	YGL045W	S000003013	genetic
S000000022	YAL024C	LTE1	RIM9	YMR063W	S000004667	genetic
S000000022	YAL024C	LTE1	RIO1	YOR119C	S000005645	genetic
S000000022	YAL024C	LTE1	RLF2	YPR018W	S000006222	genetic
S000000022	YAL024C	LTE1	RLP24	YLR009W	S000003999	genetic
S000000022	YAL024C	LTE1	RNR4	YGR180C	S000003412	genetic
S000000022	YAL024C	LTE1	ROM2	YLR371W	S000004363	genetic
S000000022	YAL024C	LTE1	RPA34	YJL148W	S000003684	genetic
S000000022	YAL024C	LTE1	RPA49	YNL248C	S000005192	genetic
S000000022	YAL024C	LTE1	RPB10	YOR210W	S000005736	genetic
S000000022	YAL024C	LTE1	RPB11	YOL005C	S000005365	genetic
S000000022	YAL024C	LTE1	RPB3	YIL021W	S000001283	genetic
S000000022	YAL024C	LTE1	RPD3	YNL330C	S000005274	genetic
S000000022	YAL024C	LTE1	RPD3	YNL330C	S000005274	genetic
S000000022	YAL024C	LTE1	RPD3	YNL330C	S000005274	genetic
S000000022	YAL024C	LTE1	RPD3	YNL330C	S000005274	genetic
S000000022	YAL024C	LTE1	RPD3	YNL330C	S000005274	genetic
S000000022	YAL024C	LTE1	RPD3	YNL330C	S000005274	genetic
S000000022	YAL024C	LTE1	RPE1	YJL121C	S000003657	genetic
S000000022	YAL024C	LTE1	RPE1	YJL121C	S000003657	genetic
S000000022	YAL024C	LTE1	RPL10	YLR075W	S000004065	genetic
S000000022	YAL024C	LTE1	RPL12A	YEL054C	S000000780	genetic
S000000022	YAL024C	LTE1	RPL14A	YKL006W	S000001489	genetic
S000000022	YAL024C	LTE1	RPL16A	YIL133C	S000001395	genetic
S000000022	YAL024C	LTE1	RPL17B	YJL177W	S000003713	genetic
S000000022	YAL024C	LTE1	RPL17B	YJL177W	S000003713	genetic
S000000022	YAL024C	LTE1	RPL19B	YBL027W	S000000123	genetic
S000000022	YAL024C	LTE1	RPL20B	YOR312C	S000005839	genetic
S000000022	YAL024C	LTE1	RPL21B	YPL079W	S000006000	genetic
S000000022	YAL024C	LTE1	RPL23A	YBL087C	S000000183	genetic
S000000022	YAL024C	LTE1	RPL23A	YBL087C	S000000183	genetic
S000000022	YAL024C	LTE1	RPL23A	YBL087C	S000000183	genetic
S000000022	YAL024C	LTE1	RPL23A	YBL087C	S000000183	physical
S000000022	YAL024C	LTE1	RPL23B	YER117W	S000000919	physical
S000000022	YAL024C	LTE1	RPL28	YGL103W	S000003071	genetic
S000000022	YAL024C	LTE1	RPL31B	YLR406C	S000004398	genetic
S000000022	YAL024C	LTE1	RPL35A	YDL191W	S000002350	genetic
S000000022	YAL024C	LTE1	RPL35B	YDL136W	S000002295	genetic
S000000022	YAL024C	LTE1	RPL36A	YMR194W	S000004807	genetic
S000000022	YAL024C	LTE1	RPL6B	YLR448W	S000004440	genetic
S000000022	YAL024C	LTE1	RPL8A	YHL033C	S000001025	genetic
S000000022	YAL024C	LTE1	RPN10	YHR200W	S000001243	genetic
S000000022	YAL024C	LTE1	RPN10	YHR200W	S000001243	genetic
S000000022	YAL024C	LTE1	RPN10	YHR200W	S000001243	genetic
S000000022	YAL024C	LTE1	RPN10	YHR200W	S000001243	genetic
S000000022	YAL024C	LTE1	RPN10	YHR200W	S000001243	genetic
S000000022	YAL024C	LTE1	RPN11	YFR004W	S000001900	genetic
S000000022	YAL024C	LTE1	RPN11	YFR004W	S000001900	genetic
S000000022	YAL024C	LTE1	RPN12	YFR052W	S000001948	genetic
S000000022	YAL024C	LTE1	RPN12	YFR052W	S000001948	genetic
S000000022	YAL024C	LTE1	RPN12	YFR052W	S000001948	genetic
S000000022	YAL024C	LTE1	RPN4	YDL020C	S000002178	genetic
S000000022	YAL024C	LTE1	RPN5	YDL147W	S000002306	genetic
S000000022	YAL024C	LTE1	RPN6	YDL097C	S000002255	genetic
S000000022	YAL024C	LTE1	RPN7	YPR108W	S000006312	genetic
S000000022	YAL024C	LTE1	RPN8	YOR261C	S000005787	genetic
S000000022	YAL024C	LTE1	RPP1B	YDL130W	S000002288	genetic
S000000022	YAL024C	LTE1	RPP2B	YDR382W	S000002790	genetic
S000000022	YAL024C	LTE1	RPS16A	YMR143W	S000004751	genetic
S000000022	YAL024C	LTE1	RPS21B	YJL136C	S000003672	genetic
S000000022	YAL024C	LTE1	RPS23A	YGR118W	S000003350	physical
S000000022	YAL024C	LTE1	RPS23B	YPR132W	S000006336	physical
S000000022	YAL024C	LTE1	RPS29A	YLR388W	S000004380	physical
S000000022	YAL024C	LTE1	RPS29B	YDL061C	S000002219	physical
S000000022	YAL024C	LTE1	RPS5	YJR123W	S000003884	physical
S000000022	YAL024C	LTE1	RPS6A	YPL090C	S000006011	genetic
S000000022	YAL024C	LTE1	RPT1	YKL145W	S000001628	genetic
S000000022	YAL024C	LTE1	RPT2	YDL007W	S000002165	genetic
S000000022	YAL024C	LTE1	RPT2	YDL007W	S000002165	genetic
S000000022	YAL024C	LTE1	RPT4	YOR259C	S000005785	genetic
S000000022	YAL024C	LTE1	RPT4	YOR259C	S000005785	genetic
S000000022	YAL024C	LTE1	RPT5	YOR117W	S000005643	genetic
S000000022	YAL024C	LTE1	RPT6	YGL048C	S000003016	genetic
S000000022	YAL024C	LTE1	RRG1	YDR065W	S000002472	genetic
S000000022	YAL024C	LTE1	RRG9	YNL213C	S000005157	genetic
S000000022	YAL024C	LTE1	RRM3	YHR031C	S000001073	genetic
S000000022	YAL024C	LTE1	RRN10	YBL025W	S000000121	genetic
S000000022	YAL024C	LTE1	RRN7	YJL025W	S000003562	genetic
S000000022	YAL024C	LTE1	RSA1	YPL193W	S000006114	genetic
S000000022	YAL024C	LTE1	RSC1	YGR056W	S000003288	genetic
S000000022	YAL024C	LTE1	RSC2	YLR357W	S000004349	genetic
S000000022	YAL024C	LTE1	RSC2	YLR357W	S000004349	genetic
S000000022	YAL024C	LTE1	RSM24	YDR175C	S000002582	genetic
S000000022	YAL024C	LTE1	RSR1	YGR152C	S000003384	genetic
S000000022	YAL024C	LTE1	RSR1	YGR152C	S000003384	physical
S000000022	YAL024C	LTE1	RTR1	YER139C	S000000941	genetic
S000000022	YAL024C	LTE1	RTR1	YER139C	S000000941	genetic
S000000022	YAL024C	LTE1	RTR1	YER139C	S000000941	genetic
S000000022	YAL024C	LTE1	RTS1	YOR014W	S000005540	genetic
S000000022	YAL024C	LTE1	RTS1	YOR014W	S000005540	genetic
S000000022	YAL024C	LTE1	RTT101	YJL047C	S000003583	genetic
S000000022	YAL024C	LTE1	RTT101	YJL047C	S000003583	genetic
S000000022	YAL024C	LTE1	RTT107	YHR154W	S000001197	genetic
S000000022	YAL024C	LTE1	RTT107	YHR154W	S000001197	genetic
S000000022	YAL024C	LTE1	RTT107	YHR154W	S000001197	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RTT109	YLL002W	S000003925	genetic
S000000022	YAL024C	LTE1	RXT2	YBR095C	S000000299	genetic
S000000022	YAL024C	LTE1	RXT2	YBR095C	S000000299	genetic
S000000022	YAL024C	LTE1	RXT2	YBR095C	S000000299	genetic
S000000022	YAL024C	LTE1	SAC3	YDR159W	S000002566	genetic
S000000022	YAL024C	LTE1	SAC3	YDR159W	S000002566	genetic
S000000022	YAL024C	LTE1	SAC3	YDR159W	S000002566	genetic
S000000022	YAL024C	LTE1	SAP185	YJL098W	S000003634	genetic
S000000022	YAL024C	LTE1	SAP185	YJL098W	S000003634	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SAP30	YMR263W	S000004876	genetic
S000000022	YAL024C	LTE1	SCC2	YDR180W	S000002588	genetic
S000000022	YAL024C	LTE1	SCC2	YDR180W	S000002588	genetic
S000000022	YAL024C	LTE1	SCJ1	YMR214W	S000004827	genetic
S000000022	YAL024C	LTE1	SCM3	YDL139C	S000002298	genetic
S000000022	YAL024C	LTE1	SCP160	YJL080C	S000003616	genetic
S000000022	YAL024C	LTE1	SDC1	YDR469W	S000002877	genetic
S000000022	YAL024C	LTE1	SDO1	YLR022C	S000004012	genetic
S000000022	YAL024C	LTE1	SDS3	YIL084C	S000001346	genetic
S000000022	YAL024C	LTE1	SDS3	YIL084C	S000001346	genetic
S000000022	YAL024C	LTE1	SDS3	YIL084C	S000001346	genetic
S000000022	YAL024C	LTE1	SDS3	YIL084C	S000001346	genetic
S000000022	YAL024C	LTE1	SEC23	YPR181C	S000006385	physical
S000000022	YAL024C	LTE1	SEC24	YIL109C	S000001371	physical
S000000022	YAL024C	LTE1	SEM1	YDR363W-A	S000007235	genetic
S000000022	YAL024C	LTE1	SET1	YHR119W	S000001161	genetic
S000000022	YAL024C	LTE1	SET2	YJL168C	S000003704	genetic
S000000022	YAL024C	LTE1	SFB3	YHR098C	S000001140	genetic
S000000022	YAL024C	LTE1	SGF11	YPL047W	S000005968	genetic
S000000022	YAL024C	LTE1	SGF11	YPL047W	S000005968	genetic
S000000022	YAL024C	LTE1	SGF11	YPL047W	S000005968	genetic
S000000022	YAL024C	LTE1	SGF73	YGL066W	S000003034	genetic
S000000022	YAL024C	LTE1	SGF73	YGL066W	S000003034	genetic
S000000022	YAL024C	LTE1	SGF73	YGL066W	S000003034	genetic
S000000022	YAL024C	LTE1	SGF73	YGL066W	S000003034	genetic
S000000022	YAL024C	LTE1	SGF73	YGL066W	S000003034	genetic
S000000022	YAL024C	LTE1	SGS1	YMR190C	S000004802	genetic
S000000022	YAL024C	LTE1	SGT1	YOR057W	S000005583	genetic
S000000022	YAL024C	LTE1	SHE1	YBL031W	S000000127	genetic
S000000022	YAL024C	LTE1	SHE1	YBL031W	S000000127	genetic
S000000022	YAL024C	LTE1	SHE10	YGL228W	S000003197	genetic
S000000022	YAL024C	LTE1	SHE4	YOR035C	S000005561	genetic
S000000022	YAL024C	LTE1	SHM2	YLR058C	S000004048	physical
S000000022	YAL024C	LTE1	SHO1	YER118C	S000000920	genetic
S000000022	YAL024C	LTE1	SHP1	YBL058W	S000000154	genetic
S000000022	YAL024C	LTE1	SHP1	YBL058W	S000000154	genetic
S000000022	YAL024C	LTE1	SHS1	YDL225W	S000002384	genetic
S000000022	YAL024C	LTE1	SIC1	YLR079W	S000004069	genetic
S000000022	YAL024C	LTE1	SIC1	YLR079W	S000004069	genetic
S000000022	YAL024C	LTE1	SIC1	YLR079W	S000004069	genetic
S000000022	YAL024C	LTE1	SIC1	YLR079W	S000004069	genetic
S000000022	YAL024C	LTE1	SIC1	YLR079W	S000004069	genetic
S000000022	YAL024C	LTE1	SIC1	YLR079W	S000004069	genetic
