Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Interactions > Participant 2 > Standard Name	Gene > Interactions > Participant 2 . Secondary Identifier	Gene > Interactions > Participant 2 . Primary Identifier	Gene > Interactions > Details > Relationship Type
S000003962	YLL039C	UBI4	NPL3	YDR432W	S000002840	genetic
S000003962	YLL039C	UBI4	NPL4	YBR170C	S000000374	physical
S000003962	YLL039C	UBI4	NPL4	YBR170C	S000000374	physical
S000003962	YLL039C	UBI4	NPL4	YBR170C	S000000374	physical
S000003962	YLL039C	UBI4	NPL4	YBR170C	S000000374	physical
S000003962	YLL039C	UBI4	NPL4	YBR170C	S000000374	physical
S000003962	YLL039C	UBI4	NRD1	YNL251C	S000005195	genetic
S000003962	YLL039C	UBI4	NSE5	YML023C	S000004485	genetic
S000003962	YLL039C	UBI4	NSE5	YML023C	S000004485	genetic
S000003962	YLL039C	UBI4	NUP116	YMR047C	S000004650	genetic
S000003962	YLL039C	UBI4	NUP170	YBL079W	S000000175	genetic
S000003962	YLL039C	UBI4	NUP57	YGR119C	S000003351	genetic
S000003962	YLL039C	UBI4	NUP84	YDL116W	S000002274	physical
S000003962	YLL039C	UBI4	OCA4	YCR095C	S000000691	genetic
S000003962	YLL039C	UBI4	OCT1	YKL134C	S000001617	genetic
S000003962	YLL039C	UBI4	OPY2	YPR075C	S000006279	genetic
S000003962	YLL039C	UBI4	OTU1	YFL044C	S000001850	physical
S000003962	YLL039C	UBI4	OTU1	YFL044C	S000001850	physical
S000003962	YLL039C	UBI4	OTU1	YFL044C	S000001850	physical
S000003962	YLL039C	UBI4	OTU1	YFL044C	S000001850	physical
S000003962	YLL039C	UBI4	PAC1	YOR269W	S000005795	physical
S000003962	YLL039C	UBI4	PAU16	YKL224C	S000001707	genetic
S000003962	YLL039C	UBI4	PBR1	YNL181W	S000005125	genetic
S000003962	YLL039C	UBI4	PCF11	YDR228C	S000002636	genetic
S000003962	YLL039C	UBI4	PDR12	YPL058C	S000005979	genetic
S000003962	YLL039C	UBI4	PDR12	YPL058C	S000005979	genetic
S000003962	YLL039C	UBI4	PDS1	YDR113C	S000002520	physical
S000003962	YLL039C	UBI4	PEX1	YKL197C	S000001680	physical
S000003962	YLL039C	UBI4	PEX14	YGL153W	S000003121	physical
S000003962	YLL039C	UBI4	PEX31	YGR004W	S000003236	genetic
S000003962	YLL039C	UBI4	PEX31	YGR004W	S000003236	genetic
S000003962	YLL039C	UBI4	PEX5	YDR244W	S000002652	physical
S000003962	YLL039C	UBI4	PEX6	YNL329C	S000005273	physical
S000003962	YLL039C	UBI4	PGI1	YBR196C	S000000400	genetic
S000003962	YLL039C	UBI4	PIB1	YDR313C	S000002721	genetic
S000003962	YLL039C	UBI4	PIB1	YDR313C	S000002721	physical
S000003962	YLL039C	UBI4	PIB1	YDR313C	S000002721	physical
S000003962	YLL039C	UBI4	PIL1	YGR086C	S000003318	genetic
S000003962	YLL039C	UBI4	PIL1	YGR086C	S000003318	genetic
S000003962	YLL039C	UBI4	PIL1	YGR086C	S000003318	genetic
S000003962	YLL039C	UBI4	PIN3	YPR154W	S000006358	physical
S000003962	YLL039C	UBI4	PIN3	YPR154W	S000006358	physical
S000003962	YLL039C	UBI4	PIN3	YPR154W	S000006358	physical
S000003962	YLL039C	UBI4	PIN3	YPR154W	S000006358	physical
S000003962	YLL039C	UBI4	PLP2	YOR281C	S000005807	genetic
S000003962	YLL039C	UBI4	PMA2	YPL036W	S000005957	genetic
S000003962	YLL039C	UBI4	PMA2	YPL036W	S000005957	genetic
S000003962	YLL039C	UBI4	PMA2	YPL036W	S000005957	genetic
S000003962	YLL039C	UBI4	PMP1	YCR024C-A	S000000619	physical
S000003962	YLL039C	UBI4	POB3	YML069W	S000004534	genetic
S000003962	YLL039C	UBI4	POL1	YNL102W	S000005046	genetic
S000003962	YLL039C	UBI4	POL3	YDL102W	S000002260	genetic
S000003962	YLL039C	UBI4	POP3	YNL282W	S000005226	genetic
S000003962	YLL039C	UBI4	PPG1	YNR032W	S000005315	genetic
S000003962	YLL039C	UBI4	PPZ1	YML016C	S000004478	genetic
S000003962	YLL039C	UBI4	PPZ2	YDR436W	S000002844	genetic
S000003962	YLL039C	UBI4	PRE1	YER012W	S000000814	genetic
S000003962	YLL039C	UBI4	PRE1	YER012W	S000000814	physical
S000003962	YLL039C	UBI4	PRE1	YER012W	S000000814	physical
S000003962	YLL039C	UBI4	PRE6	YOL038W	S000005398	genetic
S000003962	YLL039C	UBI4	PRE9	YGR135W	S000003367	physical
S000003962	YLL039C	UBI4	PRE9	YGR135W	S000003367	physical
S000003962	YLL039C	UBI4	PRM7	YDL039C	S000002197	genetic
S000003962	YLL039C	UBI4	PRP18	YGR006W	S000003238	genetic
S000003962	YLL039C	UBI4	PRP22	YER013W	S000000815	genetic
S000003962	YLL039C	UBI4	PRP24	YMR268C	S000004881	genetic
S000003962	YLL039C	UBI4	PRP28	YDR243C	S000002651	genetic
S000003962	YLL039C	UBI4	PRP6	YBR055C	S000000259	genetic
S000003962	YLL039C	UBI4	PRP6	YBR055C	S000000259	genetic
S000003962	YLL039C	UBI4	PRP8	YHR165C	S000001208	physical
S000003962	YLL039C	UBI4	PSH1	YOL054W	S000005415	genetic
S000003962	YLL039C	UBI4	PTH2	YBL057C	S000000153	physical
S000003962	YLL039C	UBI4	PTH2	YBL057C	S000000153	physical
S000003962	YLL039C	UBI4	PTK1	YKL198C	S000001681	genetic
S000003962	YLL039C	UBI4	PTK1	YKL198C	S000001681	genetic
S000003962	YLL039C	UBI4	PTK1	YKL198C	S000001681	genetic
S000003962	YLL039C	UBI4	PTK1	YKL198C	S000001681	genetic
S000003962	YLL039C	UBI4	PTR3	YFR029W	S000001925	genetic
S000003962	YLL039C	UBI4	PWP1	YLR196W	S000004186	genetic
S000003962	YLL039C	UBI4	PYP1	YNL010W	S000004955	genetic
S000003962	YLL039C	UBI4	PYP1	YNL010W	S000004955	genetic
S000003962	YLL039C	UBI4	QRI1	YDL103C	S000002261	genetic
S000003962	YLL039C	UBI4	RAD1	YPL022W	S000005943	physical
S000003962	YLL039C	UBI4	RAD18	YCR066W	S000000662	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD23	YEL037C	S000000763	physical
S000003962	YLL039C	UBI4	RAD30	YDR419W	S000002827	physical
S000003962	YLL039C	UBI4	RAD30	YDR419W	S000002827	physical
S000003962	YLL039C	UBI4	RAD5	YLR032W	S000004022	physical
S000003962	YLL039C	UBI4	RAD6	YGL058W	S000003026	physical
S000003962	YLL039C	UBI4	RAD7	YJR052W	S000003813	physical
S000003962	YLL039C	UBI4	RAS2	YNL098C	S000005042	genetic
S000003962	YLL039C	UBI4	RBG2	YGR173W	S000003405	genetic
S000003962	YLL039C	UBI4	RBL2	YOR265W	S000005791	genetic
S000003962	YLL039C	UBI4	RBL2	YOR265W	S000005791	genetic
S000003962	YLL039C	UBI4	RBL2	YOR265W	S000005791	genetic
S000003962	YLL039C	UBI4	RBL2	YOR265W	S000005791	genetic
S000003962	YLL039C	UBI4	RCF1	YML030W	S000004492	genetic
S000003962	YLL039C	UBI4	RCO1	YMR075W	S000004680	genetic
S000003962	YLL039C	UBI4	RCO1	YMR075W	S000004680	genetic
S000003962	YLL039C	UBI4	REF2	YDR195W	S000002603	genetic
S000003962	YLL039C	UBI4	REV1	YOR346W	S000005873	physical
S000003962	YLL039C	UBI4	REV1	YOR346W	S000005873	physical
S000003962	YLL039C	UBI4	RFC4	YOL094C	S000005454	genetic
S000003962	YLL039C	UBI4	RFT1	YBL020W	S000000116	genetic
S000003962	YLL039C	UBI4	RIM20	YOR275C	S000005801	physical
S000003962	YLL039C	UBI4	RIO1	YOR119C	S000005645	genetic
S000003962	YLL039C	UBI4	RIT1	YMR283C	S000004896	genetic
S000003962	YLL039C	UBI4	RLP7	YNL002C	S000004947	physical
S000003962	YLL039C	UBI4	ROM2	YLR371W	S000004363	genetic
S000003962	YLL039C	UBI4	RPB8	YOR224C	S000005750	genetic
S000003962	YLL039C	UBI4	RPB8	YOR224C	S000005750	genetic
S000003962	YLL039C	UBI4	RPC31	YNL151C	S000005095	genetic
S000003962	YLL039C	UBI4	RPC31	YNL151C	S000005095	genetic
S000003962	YLL039C	UBI4	RPC34	YNR003C	S000005286	genetic
S000003962	YLL039C	UBI4	RPL1B	YGL135W	S000003103	genetic
S000003962	YLL039C	UBI4	RPL2A	YFR031C-A	S000002104	genetic
S000003962	YLL039C	UBI4	RPL40A	YIL148W	S000001410	genetic
S000003962	YLL039C	UBI4	RPL4B	YDR012W	S000002419	physical
S000003962	YLL039C	UBI4	RPN1	YHR027C	S000001069	physical
S000003962	YLL039C	UBI4	RPN1	YHR027C	S000001069	physical
S000003962	YLL039C	UBI4	RPN1	YHR027C	S000001069	physical
S000003962	YLL039C	UBI4	RPN1	YHR027C	S000001069	physical
S000003962	YLL039C	UBI4	RPN1	YHR027C	S000001069	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN10	YHR200W	S000001243	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	genetic
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	genetic
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN11	YFR004W	S000001900	physical
S000003962	YLL039C	UBI4	RPN13	YLR421C	S000004413	genetic
S000003962	YLL039C	UBI4	RPN13	YLR421C	S000004413	genetic
S000003962	YLL039C	UBI4	RPN3	YER021W	S000000823	physical
S000003962	YLL039C	UBI4	RPN5	YDL147W	S000002306	genetic
S000003962	YLL039C	UBI4	RPN6	YDL097C	S000002255	genetic
S000003962	YLL039C	UBI4	RPN8	YOR261C	S000005787	genetic
S000003962	YLL039C	UBI4	RPO31	YOR116C	S000005642	genetic
S000003962	YLL039C	UBI4	RPO31	YOR116C	S000005642	genetic
S000003962	YLL039C	UBI4	RPO31	YOR116C	S000005642	genetic
S000003962	YLL039C	UBI4	RPP0	YLR340W	S000004332	genetic
S000003962	YLL039C	UBI4	RPP1A	YDL081C	S000002239	genetic
S000003962	YLL039C	UBI4	RPP1B	YDL130W	S000002288	genetic
S000003962	YLL039C	UBI4	RPS11B	YBR048W	S000000252	genetic
S000003962	YLL039C	UBI4	RPS2	YGL123W	S000003091	genetic
S000003962	YLL039C	UBI4	RPS20	YHL015W	S000001007	genetic
S000003962	YLL039C	UBI4	RPS24A	YER074W	S000000876	genetic
S000003962	YLL039C	UBI4	RPS24A	YER074W	S000000876	genetic
S000003962	YLL039C	UBI4	RPS3	YNL178W	S000005122	genetic
S000003962	YLL039C	UBI4	RPS4B	YHR203C	S000001246	genetic
S000003962	YLL039C	UBI4	RPS4B	YHR203C	S000001246	genetic
S000003962	YLL039C	UBI4	RPS5	YJR123W	S000003884	genetic
S000003962	YLL039C	UBI4	RPS8A	YBL072C	S000000168	genetic
S000003962	YLL039C	UBI4	RPT1	YKL145W	S000001628	physical
S000003962	YLL039C	UBI4	RPT2	YDL007W	S000002165	genetic
S000003962	YLL039C	UBI4	RPT2	YDL007W	S000002165	genetic
S000003962	YLL039C	UBI4	RPT4	YOR259C	S000005785	genetic
S000003962	YLL039C	UBI4	RPT5	YOR117W	S000005643	genetic
S000003962	YLL039C	UBI4	RPT5	YOR117W	S000005643	physical
S000003962	YLL039C	UBI4	RQC1	YDR333C	S000002741	physical
S000003962	YLL039C	UBI4	RQC1	YDR333C	S000002741	physical
S000003962	YLL039C	UBI4	RQC1	YDR333C	S000002741	physical
S000003962	YLL039C	UBI4	RQC2	YPL009C	S000005930	physical
S000003962	YLL039C	UBI4	RQC2	YPL009C	S000005930	physical
S000003962	YLL039C	UBI4	RRI1	YDL216C	S000002375	genetic
S000003962	YLL039C	UBI4	RRI1	YDL216C	S000002375	genetic
S000003962	YLL039C	UBI4	RRI1	YDL216C	S000002375	physical
S000003962	YLL039C	UBI4	RRI2	YOL117W	S000005477	physical
S000003962	YLL039C	UBI4	RRP6	YOR001W	S000005527	physical
S000003962	YLL039C	UBI4	RSM24	YDR175C	S000002582	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	genetic
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RSP5	YER125W	S000000927	physical
S000003962	YLL039C	UBI4	RVB1	YDR190C	S000002598	genetic
S000003962	YLL039C	UBI4	RVS167	YDR388W	S000002796	physical
S000003962	YLL039C	UBI4	SAC1	YKL212W	S000001695	genetic
S000003962	YLL039C	UBI4	SAM1	YLR180W	S000004170	physical
S000003962	YLL039C	UBI4	SAN1	YDR143C	S000002550	physical
S000003962	YLL039C	UBI4	SBH1	YER087C-B	S000002128	physical
S000003962	YLL039C	UBI4	SCH9	YHR205W	S000001248	genetic
S000003962	YLL039C	UBI4	SCJ1	YMR214W	S000004827	genetic
S000003962	YLL039C	UBI4	SCS7	YMR272C	S000004885	genetic
S000003962	YLL039C	UBI4	SCT1	YBL011W	S000000107	genetic
S000003962	YLL039C	UBI4	SDS3	YIL084C	S000001346	genetic
S000003962	YLL039C	UBI4	SEC17	YBL050W	S000000146	genetic
S000003962	YLL039C	UBI4	SEC27	YGL137W	S000003105	genetic
S000003962	YLL039C	UBI4	SEC27	YGL137W	S000003105	physical
S000003962	YLL039C	UBI4	SEC27	YGL137W	S000003105	physical
S000003962	YLL039C	UBI4	SEC28	YIL076W	S000001338	genetic
S000003962	YLL039C	UBI4	SEC28	YIL076W	S000001338	physical
S000003962	YLL039C	UBI4	SEC3	YER008C	S000000810	genetic
S000003962	YLL039C	UBI4	SEC61	YLR378C	S000004370	genetic
S000003962	YLL039C	UBI4	SEN15	YMR059W	S000004663	genetic
S000003962	YLL039C	UBI4	SGF29	YCL010C	S000000516	physical
S000003962	YLL039C	UBI4	SGF73	YGL066W	S000003034	physical
S000003962	YLL039C	UBI4	SHO1	YER118C	S000000920	physical
S000003962	YLL039C	UBI4	SHP1	YBL058W	S000000154	physical
S000003962	YLL039C	UBI4	SHP1	YBL058W	S000000154	physical
S000003962	YLL039C	UBI4	SHP1	YBL058W	S000000154	physical
S000003962	YLL039C	UBI4	SHP1	YBL058W	S000000154	physical
S000003962	YLL039C	UBI4	SHP1	YBL058W	S000000154	physical
S000003962	YLL039C	UBI4	SHR3	YDL212W	S000002371	genetic
S000003962	YLL039C	UBI4	SIN4	YNL236W	S000005180	genetic
S000003962	YLL039C	UBI4	SKI2	YLR398C	S000004390	genetic
S000003962	YLL039C	UBI4	SKI3	YPR189W	S000006393	genetic
S000003962	YLL039C	UBI4	SKI7	YOR076C	S000005602	genetic
S000003962	YLL039C	UBI4	SKI7	YOR076C	S000005602	genetic
S000003962	YLL039C	UBI4	SKI7	YOR076C	S000005602	genetic
S000003962	YLL039C	UBI4	SKP2	YNL311C	S000005255	physical
S000003962	YLL039C	UBI4	SLA1	YBL007C	S000000103	physical
S000003962	YLL039C	UBI4	SLA1	YBL007C	S000000103	physical
S000003962	YLL039C	UBI4	SLA1	YBL007C	S000000103	physical
S000003962	YLL039C	UBI4	SLA1	YBL007C	S000000103	physical
S000003962	YLL039C	UBI4	SLA1	YBL007C	S000000103	physical
S000003962	YLL039C	UBI4	SLX1	YBR228W	S000000432	genetic
S000003962	YLL039C	UBI4	SLX5	YDL013W	S000002171	genetic
S000003962	YLL039C	UBI4	SLX5	YDL013W	S000002171	genetic
S000003962	YLL039C	UBI4	SLX5	YDL013W	S000002171	physical
S000003962	YLL039C	UBI4	SLX8	YER116C	S000000918	physical
S000003962	YLL039C	UBI4	SMA1	YPL027W	S000005948	genetic
S000003962	YLL039C	UBI4	SMA1	YPL027W	S000005948	genetic
S000003962	YLL039C	UBI4	SMD2	YLR275W	S000004265	genetic
S000003962	YLL039C	UBI4	SMD2	YLR275W	S000004265	genetic
S000003962	YLL039C	UBI4	SNA3	YJL151C	S000003687	physical
S000003962	YLL039C	UBI4	SND1	YDR186C	S000002594	genetic
S000003962	YLL039C	UBI4	SNF1	YDR477W	S000002885	genetic
S000003962	YLL039C	UBI4	SNF1	YDR477W	S000002885	physical
S000003962	YLL039C	UBI4	SNF1	YDR477W	S000002885	physical
S000003962	YLL039C	UBI4	SNF6	YHL025W	S000001017	genetic
S000003962	YLL039C	UBI4	SNF6	YHL025W	S000001017	genetic
S000003962	YLL039C	UBI4	SNT1	YCR033W	S000000629	genetic
S000003962	YLL039C	UBI4	SNU71	YGR013W	S000003245	genetic
S000003962	YLL039C	UBI4	SOD2	YHR008C	S000001050	genetic
S000003962	YLL039C	UBI4	SOD2	YHR008C	S000001050	genetic
S000003962	YLL039C	UBI4	SPB4	YFL002C	S000001894	genetic
S000003962	YLL039C	UBI4	SPN1	YPR133C	S000006337	genetic
S000003962	YLL039C	UBI4	SPP382	YLR424W	S000004416	genetic
S000003962	YLL039C	UBI4	SPR3	YGR059W	S000003291	genetic
S000003962	YLL039C	UBI4	SPR3	YGR059W	S000003291	genetic
S000003962	YLL039C	UBI4	SRO9	YCL037C	S000000542	genetic
S000003962	YLL039C	UBI4	SSA2	YLL024C	S000003947	physical
S000003962	YLL039C	UBI4	SSB2	YNL209W	S000005153	physical
S000003962	YLL039C	UBI4	SSC1	YJR045C	S000003806	physical
S000003962	YLL039C	UBI4	SSD1	YDR293C	S000002701	genetic
S000003962	YLL039C	UBI4	SSL2	YIL143C	S000001405	genetic
S000003962	YLL039C	UBI4	SSM4	YIL030C	S000001292	physical
S000003962	YLL039C	UBI4	SSM4	YIL030C	S000001292	physical
S000003962	YLL039C	UBI4	SSP120	YLR250W	S000004240	genetic
S000003962	YLL039C	UBI4	SSP2	YOR242C	S000005768	genetic
S000003962	YLL039C	UBI4	SSP2	YOR242C	S000005768	genetic
S000003962	YLL039C	UBI4	SSS1	YDR086C	S000002493	genetic
S000003962	YLL039C	UBI4	STE24	YJR117W	S000003878	genetic
S000003962	YLL039C	UBI4	STI1	YOR027W	S000005553	physical
S000003962	YLL039C	UBI4	STP22	YCL008C	S000000514	physical
S000003962	YLL039C	UBI4	STP22	YCL008C	S000000514	physical
S000003962	YLL039C	UBI4	STP22	YCL008C	S000000514	physical
S000003962	YLL039C	UBI4	STP3	YLR375W	S000004367	genetic
S000003962	YLL039C	UBI4	STP4	YDL048C	S000002206	genetic
S000003962	YLL039C	UBI4	SUB2	YDL084W	S000002242	genetic
S000003962	YLL039C	UBI4	SUP35	YDR172W	S000002579	genetic
S000003962	YLL039C	UBI4	SUP35	YDR172W	S000002579	genetic
S000003962	YLL039C	UBI4	SUS1	YBR111W-A	S000028510	physical
S000003962	YLL039C	UBI4	SWA2	YDR320C	S000002728	physical
S000003962	YLL039C	UBI4	SWA2	YDR320C	S000002728	physical
S000003962	YLL039C	UBI4	SWA2	YDR320C	S000002728	physical
S000003962	YLL039C	UBI4	SWA2	YDR320C	S000002728	physical
S000003962	YLL039C	UBI4	SWD1	YAR003W	S000000064	physical
S000003962	YLL039C	UBI4	SWI6	YLR182W	S000004172	genetic
S000003962	YLL039C	UBI4	SWI6	YLR182W	S000004172	genetic
S000003962	YLL039C	UBI4	SXM1	YDR395W	S000002803	genetic
S000003962	YLL039C	UBI4	TAF12	YDR145W	S000002552	physical
S000003962	YLL039C	UBI4	TAF5	YBR198C	S000000402	physical
S000003962	YLL039C	UBI4	TAF5	YBR198C	S000000402	physical
S000003962	YLL039C	UBI4	TAF6	YGL112C	S000003080	physical
S000003962	YLL039C	UBI4	TAF9	YMR236W	S000004849	physical
S000003962	YLL039C	UBI4	TEC1	YBR083W	S000000287	physical
S000003962	YLL039C	UBI4	TED1	YIL039W	S000001301	genetic
S000003962	YLL039C	UBI4	THR4	YCR053W	S000000649	genetic
S000003962	YLL039C	UBI4	TIF1	YKR059W	S000001767	genetic
S000003962	YLL039C	UBI4	TIF34	YMR146C	S000004754	genetic
S000003962	YLL039C	UBI4	TIF6	YPR016C	S000006220	genetic
S000003962	YLL039C	UBI4	TKL1	YPR074C	S000006278	physical
S000003962	YLL039C	UBI4	TLG2	YOL018C	S000005378	genetic
S000003962	YLL039C	UBI4	TLG2	YOL018C	S000005378	genetic
S000003962	YLL039C	UBI4	TMH11	YJR085C	S000003845	genetic
S000003962	YLL039C	UBI4	TOM1	YDR457W	S000002865	physical
S000003962	YLL039C	UBI4	TOR2	YKL203C	S000001686	genetic
S000003962	YLL039C	UBI4	TOR2	YKL203C	S000001686	genetic
S000003962	YLL039C	UBI4	TOS4	YLR183C	S000004173	genetic
S000003962	YLL039C	UBI4	TPM1	YNL079C	S000005023	genetic
S000003962	YLL039C	UBI4	TPT1	YOL102C	S000005462	genetic
S000003962	YLL039C	UBI4	TRA1	YHR099W	S000001141	genetic
S000003962	YLL039C	UBI4	TRM11	YOL124C	S000005484	genetic
S000003962	YLL039C	UBI4	TRM2	YKR056W	S000001764	genetic
S000003962	YLL039C	UBI4	TRS130	YMR218C	S000004831	genetic
S000003962	YLL039C	UBI4	TRS23	YDR246W	S000002654	genetic
S000003962	YLL039C	UBI4	TSA1	YML028W	S000004490	genetic
S000003962	YLL039C	UBI4	TSA1	YML028W	S000004490	genetic
S000003962	YLL039C	UBI4	TUL1	YKL034W	S000001517	genetic
S000003962	YLL039C	UBI4	TUP1	YCR084C	S000000680	physical
S000003962	YLL039C	UBI4	TVP18	YMR071C	S000004675	genetic
S000003962	YLL039C	UBI4	TVP18	YMR071C	S000004675	genetic
S000003962	YLL039C	UBI4	UBA1	YKL210W	S000001693	physical
S000003962	YLL039C	UBI4	UBA1	YKL210W	S000001693	physical
S000003962	YLL039C	UBI4	UBA1	YKL210W	S000001693	physical
S000003962	YLL039C	UBI4	UBA1	YKL210W	S000001693	physical
S000003962	YLL039C	UBI4	UBC1	YDR177W	S000002584	physical
S000003962	YLL039C	UBI4	UBC1	YDR177W	S000002584	physical
S000003962	YLL039C	UBI4	UBC1	YDR177W	S000002584	physical
S000003962	YLL039C	UBI4	UBC1	YDR177W	S000002584	physical
S000003962	YLL039C	UBI4	UBC1	YDR177W	S000002584	physical
S000003962	YLL039C	UBI4	UBC13	YDR092W	S000002499	physical
S000003962	YLL039C	UBI4	UBC13	YDR092W	S000002499	physical
S000003962	YLL039C	UBI4	UBC13	YDR092W	S000002499	physical
S000003962	YLL039C	UBI4	UBC13	YDR092W	S000002499	physical
S000003962	YLL039C	UBI4	UBC4	YBR082C	S000000286	physical
S000003962	YLL039C	UBI4	UBC7	YMR022W	S000004624	physical
S000003962	YLL039C	UBI4	UBC7	YMR022W	S000004624	physical
S000003962	YLL039C	UBI4	UBC7	YMR022W	S000004624	physical
S000003962	YLL039C	UBI4	UBC7	YMR022W	S000004624	physical
S000003962	YLL039C	UBI4	UBP1	YDL122W	S000002280	genetic
S000003962	YLL039C	UBI4	UBP10	YNL186W	S000005130	physical
S000003962	YLL039C	UBI4	UBP11	YKR098C	S000001806	genetic
S000003962	YLL039C	UBI4	UBP12	YJL197W	S000003733	physical
S000003962	YLL039C	UBI4	UBP14	YBR058C	S000000262	genetic
S000003962	YLL039C	UBI4	UBP14	YBR058C	S000000262	physical
S000003962	YLL039C	UBI4	UBP14	YBR058C	S000000262	physical
S000003962	YLL039C	UBI4	UBP15	YMR304W	S000004920	physical
S000003962	YLL039C	UBI4	UBP15	YMR304W	S000004920	physical
S000003962	YLL039C	UBI4	UBP2	YOR124C	S000005650	physical
S000003962	YLL039C	UBI4	UBP3	YER151C	S000000953	genetic
S000003962	YLL039C	UBI4	UBP5	YER144C	S000000946	physical
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	genetic
S000003962	YLL039C	UBI4	UBP6	YFR010W	S000001906	physical
